candidate_id,collection_name,root_entity,documents_inserted,elapsed_seconds,load_status
q10_create_account_holding_and_buy_transaction__control__normalized_reference_baseline,persons_normalized_baseline,Person,50100,9.862052452983335,completed
q10_create_account_holding_and_buy_transaction__g2__embed_containment_children,persons_with_containment,Person,50100,4.993671364034526,completed
q10_create_account_holding_and_buy_transaction__g3__association_references,persons_with_references,Person,50100,9.103402753011324,completed
q10_create_account_holding_and_buy_transaction__g4__deep_nested_path,persons_deep_nested,Person,50100,23.985469723003916,completed
q10_create_account_holding_and_buy_transaction__g5__shared_targets_as_references,persons_shared_refs,Person,50100,9.788590432959609,completed
q10_create_account_holding_and_buy_transaction__g7__update_aware_references,persons_update_aware,Person,50100,9.271649691043422,completed
q10_create_account_holding_and_buy_transaction__g9__tradeoff_benchmark_candidate,persons_tradeoff,Person,50100,10.074688824941404,completed
q1_company_profile_ibm__control__normalized_reference_baseline,corporations_normalized_baseline,Corporation,2324,0.22934208100195974,completed
q1_company_profile_ibm__g0__root_only,corporations,Corporation,2324,0.21812281291931868,completed
q2_company_with_industry_country_and_listed_securities__control__normalized_reference_baseline,corporations_normalized_baseline,Corporation,2324,0.3843416989548132,completed
q2_company_with_industry_country_and_listed_securities__g1__embed_descriptors,corporations_with_descriptors,Corporation,2324,1.1479458030080423,completed
q2_company_with_industry_country_and_listed_securities__g3__association_references,corporations_with_references,Corporation,2324,0.23064299300312996,completed
q2_company_with_industry_country_and_listed_securities__g5__shared_targets_as_references,corporations_shared_refs,Corporation,2324,0.5880514150485396,completed
q2_company_with_industry_country_and_listed_securities__g7__update_aware_references,corporations_update_aware,Corporation,2324,1.261394271044992,completed
q2_company_with_industry_country_and_listed_securities__g9__tradeoff_benchmark_candidate,corporations_tradeoff,Corporation,2324,0.5906420459505171,completed
q3_securities_held_in_each_financial_service_account__control__normalized_reference_baseline,financial_service_accounts_normalized_baseline,FinancialServiceAccount,97270,27.00748014601413,completed
q3_securities_held_in_each_financial_service_account__g2__embed_containment_children,financial_service_accounts_with_containment,FinancialServiceAccount,97270,105.11085216398351,completed
q3_securities_held_in_each_financial_service_account__g3__association_references,financial_service_accounts_with_references,FinancialServiceAccount,97270,9.325915388064459,completed
q3_securities_held_in_each_financial_service_account__g4__deep_nested_path,financial_service_accounts_deep_nested,FinancialServiceAccount,97270,104.8307415820891,completed
q3_securities_held_in_each_financial_service_account__g5__shared_targets_as_references,financial_service_accounts_shared_refs,FinancialServiceAccount,97270,27.162617951980792,completed
q3_securities_held_in_each_financial_service_account__g7__update_aware_references,financial_service_accounts_update_aware,FinancialServiceAccount,97270,27.726060770917684,completed
q3_securities_held_in_each_financial_service_account__g9__tradeoff_benchmark_candidate,financial_service_accounts_tradeoff,FinancialServiceAccount,97270,28.124073276063427,completed
q4_companies_reached_from_person_through_account_holding_listed_security__control__normalized_reference_baseline,persons_normalized_baseline,Person,50100,9.342142208013684,completed
q4_companies_reached_from_person_through_account_holding_listed_security__g2__embed_containment_children,persons_with_containment,Person,50100,4.71591637795791,completed
q4_companies_reached_from_person_through_account_holding_listed_security__g3__association_references,persons_with_references,Person,50100,8.351344482041895,completed
q4_companies_reached_from_person_through_account_holding_listed_security__g4__deep_nested_path,persons_deep_nested,Person,50100,22.921947059920058,completed
q4_companies_reached_from_person_through_account_holding_listed_security__g5__shared_targets_as_references,persons_shared_refs,Person,50100,9.347709587076679,completed
q4_companies_reached_from_person_through_account_holding_listed_security__g7__update_aware_references,persons_update_aware,Person,50100,9.86541365494486,completed
q4_companies_reached_from_person_through_account_holding_listed_security__g9__tradeoff_benchmark_candidate,persons_tradeoff,Person,50100,9.709633029997349,completed
q5_reports_and_metric_data_of_company__control__normalized_reference_baseline,corporations_normalized_baseline,Corporation,2324,1.7737542920513079,completed
q5_reports_and_metric_data_of_company__g2__embed_containment_children,corporations_with_containment,Corporation,2324,8.685372075997293,completed
q5_reports_and_metric_data_of_company__g4__deep_nested_path,corporations_deep_nested,Corporation,2324,8.546750944922678,completed
q5_reports_and_metric_data_of_company__g9__tradeoff_benchmark_candidate,corporations_tradeoff,Corporation,2324,1.7892165740486234,completed
